,Unnamed: 0,Time,U_mpers,Time.1,V_mpers,date
3,3,3,-10.095994,3,5.150328599999999,2006-09-17
4,4,4,-10.15284,4,5.039962,2006-09-17
5,5,5,-10.196749,5,4.8013673,2006-09-17
6,6,6,-10.053295,6,5.068865,2006-09-17
7,7,7,-9.352539,7,4.961102,2006-09-17
8,8,8,-8.748439,8,4.189433,2006-09-17
9,9,9,-8.562819000000001,9,4.1490717,2006-09-17
10,10,10,-8.264591000000001,10,4.343341400000001,2006-09-17
11,11,11,-7.724432000000001,11,4.2784385999999985,2006-09-17
12,12,12,-7.5514803,12,4.5447855000000015,2006-09-17
13,13,13,-6.765761,13,5.3380623,2006-09-17
14,14,14,-5.3331356,14,5.880487400000002,2006-09-17
15,15,15,-3.1201234,15,4.5639715,2006-09-17
16,16,16,-1.8559887,16,3.1389565,2006-09-17
17,17,17,-1.0406103,17,2.1110637000000003,2006-09-17
18,18,18,-1.7188506,18,1.485699,2006-09-17
19,19,19,-2.0193315,19,1.7701128000000002,2006-09-17
20,20,20,-1.6344755,20,2.215898,2006-09-17
21,21,21,0.20771351,21,2.1628914,2006-09-17
22,22,22,1.26632,22,0.7521251999999999,2006-09-17
23,23,23,3.7006397,23,-1.1677157,2006-09-17
0,0,0,8.4139,0,-5.9001025999999985,2006-06-28
1,1,1,8.877142,1,-5.9786134,2006-06-28
2,2,2,9.035091,2,-6.327032599999999,2006-06-28
3,3,3,8.322535,3,-5.387745,2006-06-28
4,4,4,7.606212599999999,4,-5.112716000000002,2006-06-28
5,5,5,7.333397,5,-4.8743334,2006-06-28
6,6,6,4.344751400000002,6,-5.1121426,2006-06-28
7,7,7,7.294175999999998,7,-5.6247635,2006-06-28
8,8,8,7.712565400000001,8,-3.2534354,2006-06-28
9,9,9,7.0037556,9,-3.2395810000000003,2006-06-28
10,10,10,6.938924,10,-4.8820515,2006-06-28
11,11,11,7.398694,11,-4.9463973,2006-06-28
12,12,12,7.6703477,12,-3.8618884,2006-06-28
13,13,13,7.166848,13,-4.2412276,2006-06-28
14,14,14,6.362463,14,-3.9722064,2006-06-28
15,15,15,6.813557,15,-3.9734273,2006-06-28
16,16,16,6.369506,16,-3.7855082,2006-06-28
17,17,17,5.5279455,17,-4.346645400000001,2006-06-28
18,18,18,5.630495,18,-3.9206047,2006-06-28
19,19,19,5.317459,19,-5.5137496,2006-06-28
20,20,20,5.0224376,20,-4.5690089999999985,2006-06-28
21,21,21,5.3935194000000015,21,-3.4010084000000003,2006-06-28
22,22,22,4.4696474,22,-3.6314168,2006-06-28
23,23,23,5.0317197,23,-2.9669695,2006-06-28
0,0,0,9.446483,0,-4.1846489999999985,2006-08-28
1,1,1,9.859907000000002,1,-3.7805467,2006-08-28
2,2,2,10.469929,2,-4.075947,2006-08-28
3,3,3,7.9597482999999984,3,-4.391075,2006-08-28
4,4,4,9.1161175,4,-5.0315332,2006-08-28
5,5,5,6.8481674,5,-4.5861673,2006-08-28
6,6,6,8.799515,6,-4.3674097000000005,2006-08-28
7,7,7,9.867571,7,-5.803011,2006-08-28
8,8,8,8.732647,8,-4.2562837999999985,2006-08-28
9,9,9,8.398764,9,-3.5999382000000004,2006-08-28
10,10,10,6.1562347,10,-5.4162345,2006-08-28
11,11,11,7.771267,11,-6.329068,2006-08-28
12,12,12,7.7478004,12,-5.7444763,2006-08-28
13,13,13,7.695090299999999,13,-5.128419,2006-08-28
14,14,14,5.9505377,14,-4.703369,2006-08-28
15,15,15,7.4911985,15,-5.1581480000000015,2006-08-28
16,16,16,9.255106,16,-3.8508706,2006-08-28
17,17,17,8.170869999999999,17,-4.3486257,2006-08-28
18,18,18,8.463797,18,-5.8180213,2006-08-28
19,19,19,6.505854599999998,19,-4.221659,2006-08-28
20,20,20,8.375689,20,-5.699523,2006-08-28
21,21,21,8.435761999999999,21,-4.1009474,2006-08-28
22,22,22,8.256632000000002,22,-5.033348,2006-08-28
23,23,23,7.5145645,23,-2.5670533,2006-08-28
0,0,0,-10.259632,0,5.734615,2006-03-09
1,1,1,-10.380546,1,5.365799,2006-03-09
2,2,2,-10.781963,2,5.1306696,2006-03-09
3,3,3,-11.121143,3,4.562479,2006-03-09
4,4,4,-11.117385,4,4.240919,2006-03-09
5,5,5,-11.379042,5,3.8426251,2006-03-09
6,6,6,-11.870419,6,3.9747825,2006-03-09
7,7,7,-11.641127,7,3.8451865,2006-03-09
8,8,8,-11.074495,8,4.0668335,2006-03-09
9,9,9,-11.158243,9,3.9533777,2006-03-09
10,10,10,-11.167465,10,3.873009,2006-03-09
11,11,11,-11.34268,11,3.3958955,2006-03-09
12,12,12,-11.022264,12,3.8192527,2006-03-09
13,13,13,-10.836885,13,3.6712391,2006-03-09
14,14,14,-10.610443,14,3.3691347,2006-03-09
15,15,15,-11.066669,15,4.152975,2006-03-09
16,16,16,-11.528955,16,4.7658587,2006-03-09
17,17,17,-11.764166,17,3.9713368,2006-03-09
18,18,18,-11.951649,18,4.195774,2006-03-09
19,19,19,-12.099836,19,4.7255673,2006-03-09
20,20,20,-11.955665,20,5.107258,2006-03-09
21,21,21,-11.879002,21,5.286067,2006-03-09
22,22,22,-12.336704,22,5.302452,2006-03-09
23,23,23,-12.555808,23,5.1437407,2006-03-09
0,0,0,6.568372,0,-4.01674,2006-10-30
1,1,1,7.347641,1,-3.2143002,2006-10-30
2,2,2,9.002424000000003,2,-2.1211653,2006-10-30
3,3,3,8.438408,3,-1.8202527,2006-10-30
4,4,4,9.311367,4,-1.1263204,2006-10-30
5,5,5,9.283358,5,-0.74364567,2006-10-30
6,6,6,8.010797,6,-0.1419191,2006-10-30
7,7,7,7.425669999999998,7,1.8389554,2006-10-30
8,8,8,8.302845,8,3.6151266,2006-10-30
9,9,9,9.662004,9,5.7252007,2006-10-30
10,10,10,10.63755,10,5.245414,2006-10-30
11,11,11,9.583444,11,7.3083963,2006-10-30
12,12,12,8.809532,12,7.1994333,2006-10-30
13,13,13,10.263676,13,8.796175,2006-10-30
14,14,14,10.458872,14,8.4653015,2006-10-30
15,15,15,10.311996,15,8.095941,2006-10-30
16,16,16,10.728872,16,5.0540447,2006-10-30
17,17,17,11.909714,17,6.155202,2006-10-30
18,18,18,14.342675,18,4.0546703,2006-10-30
19,19,19,12.807736,19,5.0302224,2006-10-30
20,20,20,15.638727,20,5.117182,2006-10-30
21,21,21,15.29508,21,2.620842,2006-10-30
22,22,22,16.15315,22,3.80013,2006-10-30
23,23,23,16.825016,23,5.4517419999999985,2006-10-30
0,0,0,-2.1405540000000003,0,8.424175,2006-05-18
1,1,1,-2.0933075,1,9.901005,2006-05-18
2,2,2,0.65197885,2,12.004427,2006-05-18
3,3,3,0.6065967,3,12.377565,2006-05-18
4,4,4,-1.4671267,4,12.716885,2006-05-18
5,5,5,-2.68923,5,12.840706,2006-05-18
6,6,6,3.452483,6,13.690472,2006-05-18
7,7,7,4.003101,7,10.466253,2006-05-18
8,8,8,8.476692,8,5.323753400000001,2006-05-18
9,9,9,8.291644999999999,9,3.7630706,2006-05-18
10,10,10,7.6335554,10,3.8207593,2006-05-18
11,11,11,11.114433,11,2.925147,2006-05-18
12,12,12,11.248371,12,3.6941743,2006-05-18
13,13,13,11.278599,13,3.0752654,2006-05-18
14,14,14,10.559925,14,2.6068408,2006-05-18
15,15,15,8.987944,15,1.8141539,2006-05-18
16,16,16,8.417731,16,6.1083803,2006-05-18
17,17,17,7.012088,17,5.8899245,2006-05-18
18,18,18,6.1578836,18,6.954851,2006-05-18
19,19,19,6.2495346,19,8.250242,2006-05-18
20,20,20,6.5042152,20,9.275782,2006-05-18
21,21,21,5.997449400000002,21,9.877905,2006-05-18
22,22,22,6.292631,22,11.348164,2006-05-18
23,23,23,9.79744,23,8.855955,2006-05-18
0,0,0,5.7878275000000015,0,11.130235,2006-01-10
1,1,1,6.523614,1,12.279701,2006-01-10
2,2,2,8.254458,2,12.44624,2006-01-10
3,3,3,10.934144,3,11.3370285,2006-01-10
4,4,4,11.626584,4,11.699337,2006-01-10
5,5,5,11.109898,5,11.114572,2006-01-10
6,6,6,10.946639,6,10.93535,2006-01-10
7,7,7,12.025296,7,9.920744,2006-01-10
8,8,8,11.854578,8,10.767078,2006-01-10
9,9,9,11.507103,9,11.463999,2006-01-10
10,10,10,12.513611,10,12.5819435,2006-01-10
11,11,11,12.546713,11,12.339636,2006-01-10
12,12,12,12.031284,12,11.2953,2006-01-10
13,13,13,12.09521,13,11.794896,2006-01-10
14,14,14,11.49773,14,12.67372,2006-01-10
15,15,15,11.263615,15,12.54804,2006-01-10
16,16,16,11.537274,16,13.779728,2006-01-10
17,17,17,11.531886,17,15.537901000000002,2006-01-10
18,18,18,11.991665,18,15.490551000000002,2006-01-10
19,19,19,13.180372,19,16.248432,2006-01-10
20,20,20,13.877992,20,16.425860999999998,2006-01-10
21,21,21,14.717464,21,16.82242,2006-01-10
22,22,22,15.774302,22,16.113285,2006-01-10
23,23,23,16.629047,23,14.778624,2006-01-10
0,0,0,1.6516863999999998,0,-3.4373527000000004,2006-04-27
1,1,1,0.024072241,1,-2.603044,2006-04-27
2,2,2,-0.48776096,2,-2.6653183,2006-04-27
3,3,3,-1.103126,3,-2.6901937,2006-04-27
4,4,4,-0.73963267,4,-1.9495852,2006-04-27
5,5,5,-0.47700155,5,-1.8644928,2006-04-27
6,6,6,-0.6013958,6,-2.5882397,2006-04-27
7,7,7,-0.56052804,7,-2.8972077,2006-04-27
8,8,8,-0.85674524,8,-2.1927848,2006-04-27
9,9,9,0.15157348,9,-2.8072037999999995,2006-04-27
10,10,10,1.0410635,10,-2.8441572,2006-04-27
11,11,11,1.5455663,11,-1.9918416,2006-04-27
12,12,12,2.3521237,12,-1.4633007,2006-04-27
13,13,13,3.8408263,13,-1.6605226999999998,2006-04-27
14,14,14,4.794917,14,-1.9145955,2006-04-27
15,15,15,5.550848,15,-2.6051478,2006-04-27
16,16,16,6.178323000000002,16,-2.8490157000000003,2006-04-27
17,17,17,6.354915599999999,17,-3.3724852,2006-04-27
18,18,18,6.8856554,18,-4.145811,2006-04-27
19,19,19,5.6566024000000015,19,-4.3587989999999985,2006-04-27
20,20,20,4.699507700000002,20,-3.859031,2006-04-27
21,21,21,4.3078814,21,-3.3775828000000003,2006-04-27
22,22,22,4.617218,22,-3.2812161,2006-04-27
23,23,23,4.4993687000000016,23,-3.187996,2006-04-27
0,0,0,4.658542,0,-12.540392,2006-06-04
1,1,1,4.2949476,1,-12.439951,2006-06-04
2,2,2,4.434029,2,-12.357978999999998,2006-06-04
3,3,3,4.5293083,3,-12.593458,2006-06-04
4,4,4,4.49731,4,-12.713019,2006-06-04
5,5,5,3.94909,5,-12.15822,2006-06-04
6,6,6,3.8603578,6,-11.4765625,2006-06-04
7,7,7,4.3678089999999985,7,-11.106512,2006-06-04
8,8,8,5.29243,8,-10.892805,2006-06-04
9,9,9,6.3208494,9,-10.798456,2006-06-04
10,10,10,6.8557844,10,-10.713169,2006-06-04
11,11,11,6.9924483,11,-10.118382,2006-06-04
12,12,12,7.1947227,12,-9.8785925,2006-06-04
13,13,13,7.2398805999999984,13,-9.426716,2006-06-04
14,14,14,7.2164173,14,-9.06913,2006-06-04
15,15,15,7.2983509999999985,15,-9.248014,2006-06-04
16,16,16,6.945256,16,-9.422209,2006-06-04
17,17,17,6.2763433,17,-9.866951,2006-06-04
18,18,18,5.7707505,18,-10.666567,2006-06-04
19,19,19,6.4072547,19,-10.491564,2006-06-04
20,20,20,6.1078796,20,-10.841993,2006-06-04
21,21,21,5.2943373,21,-10.783682,2006-06-04
22,22,22,5.1597238,22,-10.890404,2006-06-04
23,23,23,4.6608753,23,-10.838937,2006-06-04
0,0,0,-5.623442,0,-3.984145,2006-08-12
1,1,1,-5.2051277,1,-3.0703597,2006-08-12
2,2,2,-7.957883,2,-5.0840096,2006-08-12
3,3,3,-5.677057,3,-0.26671767,2006-08-12
4,4,4,-6.1370378,4,-3.447413,2006-08-12
5,5,5,-5.9424220000000005,5,-2.9793677000000005,2006-08-12
6,6,6,-8.751186,6,-3.5327299,2006-08-12
7,7,7,-7.908697,7,-1.3614657,2006-08-12
8,8,8,-4.873149,8,-1.5457273,2006-08-12
9,9,9,-3.2072792000000003,9,-4.6613193,2006-08-12
10,10,10,-2.118286,10,-8.046871000000001,2006-08-12
11,11,11,-5.301767,11,-7.8293295,2006-08-12
12,12,12,-8.933571,12,-7.319946300000002,2006-08-12
13,13,13,-10.78673,13,-6.9370093,2006-08-12
14,14,14,-11.274612,14,-6.696043,2006-08-12
15,15,15,-8.470423,15,-6.8230352,2006-08-12
16,16,16,-3.9679227,16,4.9083385,2006-08-12
17,17,17,-5.92968,17,0.56301856,2006-08-12
18,18,18,-5.0939193,18,-3.63211,2006-08-12
19,19,19,-7.2825317,19,-5.8201427,2006-08-12
20,20,20,-7.7168136,20,-3.0580854,2006-08-12
21,21,21,-7.6494035999999985,21,-1.2474468,2006-08-12
22,22,22,-6.226868,22,1.3297618999999998,2006-08-12
23,23,23,-4.8913717000000005,23,2.4588525000000003,2006-08-12
0,0,0,20.05015,0,1.304229,2006-12-13
1,1,1,20.871479,1,2.7734088000000007e-05,2006-12-13
2,2,2,21.935268,2,-1.5385525,2006-12-13
3,3,3,20.421757,3,-2.1989172000000003,2006-12-13
4,4,4,21.390032,4,-3.5896215,2006-12-13
5,5,5,20.077122,5,-3.5647418,2006-12-13
6,6,6,19.296165,6,-3.2548819,2006-12-13
7,7,7,18.433788,7,-2.103611,2006-12-13
8,8,8,17.17397,8,-0.43607342,2006-12-13
9,9,9,16.497267,9,-0.39439446,2006-12-13
10,10,10,15.153132,10,-0.24350426,2006-12-13
11,11,11,14.107129999999998,11,1.0221968,2006-12-13
12,12,12,13.757977,12,2.7044978,2006-12-13
13,13,13,13.659884,13,4.7323837,2006-12-13
14,14,14,10.933348,14,7.3107333,2006-12-13
15,15,15,12.175849,15,10.055481,2006-12-13
16,16,16,16.730936,16,7.689802,2006-12-13
17,17,17,18.177397,17,7.6661577,2006-12-13
18,18,18,20.31259,18,9.747461,2006-12-13
19,19,19,21.918404,19,10.193363,2006-12-13
20,20,20,23.389328,20,9.942465,2006-12-13
21,21,21,24.3321,21,9.372444,2006-12-13
22,22,22,24.827671,22,8.095668,2006-12-13
23,23,23,25.667667,23,7.366008,2006-12-13
0,0,0,-8.413875,0,13.185816,2006-10-26
1,1,1,-9.357947,1,14.80126,2006-10-26
2,2,2,-9.984158,2,16.241772,2006-10-26
3,3,3,-5.393463,3,15.674582,2006-10-26
4,4,4,-1.9982288,4,17.45702,2006-10-26
5,5,5,2.148274,5,16.577635,2006-10-26
6,6,6,3.7816222,6,15.461616500000002,2006-10-26
7,7,7,7.825339,7,16.246677,2006-10-26
8,8,8,9.499687,8,14.075443,2006-10-26
9,9,9,10.095869,9,12.413628,2006-10-26
10,10,10,10.000282,10,12.195367,2006-10-26
11,11,11,9.551685,11,12.833775,2006-10-26
12,12,12,10.300957,12,13.016932,2006-10-26
13,13,13,11.639126,13,11.165461,2006-10-26
14,14,14,10.174856,14,12.6133175,2006-10-26
15,15,15,12.228857,15,14.552260999999998,2006-10-26
16,16,16,16.809845000000006,16,13.317166,2006-10-26
17,17,17,19.248697,17,13.870329000000002,2006-10-26
18,18,18,18.406906,18,7.594060000000002,2006-10-26
19,19,19,17.500713,19,11.452053,2006-10-26
20,20,20,19.412086,20,10.085154,2006-10-26
21,21,21,18.919407,21,11.563282,2006-10-26
22,22,22,21.606354,22,14.159252,2006-10-26
23,23,23,27.353962,23,8.600083999999999,2006-10-26
0,0,0,-13.150686,0,5.223076,2006-01-06
1,1,1,-12.692992,1,5.9829245,2006-01-06
2,2,2,-12.059086,2,5.7749376,2006-01-06
3,3,3,-12.097614,3,6.124808,2006-01-06
4,4,4,-11.822426,4,6.171172,2006-01-06
5,5,5,-11.083918,5,6.387107,2006-01-06
6,6,6,-11.872143,6,5.083026,2006-01-06
7,7,7,-11.318735,7,5.2914047,2006-01-06
8,8,8,-10.242476,8,5.7330694000000015,2006-01-06
9,9,9,-9.686371,9,6.375113,2006-01-06
10,10,10,-10.099653,10,6.215987,2006-01-06
11,11,11,-9.705778,11,6.4061866,2006-01-06
12,12,12,-9.215378,12,5.0863266,2006-01-06
13,13,13,-10.45168,13,4.052416,2006-01-06
14,14,14,-9.988958,14,4.5003023,2006-01-06
15,15,15,-10.249043,15,4.4530497,2006-01-06
16,16,16,-10.783664,16,3.6404252,2006-01-06
17,17,17,-10.798691,17,4.380882,2006-01-06
18,18,18,-10.348154,18,4.810356,2006-01-06
19,19,19,-10.1563835,19,5.0920324,2006-01-06
20,20,20,-11.606579,20,6.3035913,2006-01-06
21,21,21,-10.380619,21,6.216066400000001,2006-01-06
22,22,22,-10.251773,22,6.3311105,2006-01-06
23,23,23,-10.154236,23,5.711633999999999,2006-01-06
0,0,0,13.788464,0,8.379648,2006-11-19
1,1,1,14.042542,1,6.2009897,2006-11-19
2,2,2,12.4881,2,5.2768555,2006-11-19
3,3,3,10.583136,3,6.819364,2006-11-19
4,4,4,13.038378,4,8.080454,2006-11-19
5,5,5,12.195412,5,5.713719,2006-11-19
6,6,6,12.043251,6,7.688639599999999,2006-11-19
7,7,7,13.111879,7,5.3983502,2006-11-19
8,8,8,10.993599,8,8.511413000000001,2006-11-19
9,9,9,10.485692,9,7.228586999999999,2006-11-19
10,10,10,8.926335,10,4.0922160000000005,2006-11-19
11,11,11,8.354594,11,5.040101,2006-11-19
12,12,12,9.033622,12,4.6717596,2006-11-19
13,13,13,8.718903,13,7.153859,2006-11-19
14,14,14,6.9184800000000015,14,7.607661699999999,2006-11-19
15,15,15,7.761081699999999,15,7.9507694,2006-11-19
16,16,16,6.5130300000000005,16,6.523679,2006-11-19
17,17,17,7.437329300000001,17,6.56009,2006-11-19
18,18,18,7.410735000000002,18,6.958289999999999,2006-11-19
19,19,19,6.4383864,19,8.998082,2006-11-19
20,20,20,8.699734,20,8.556747,2006-11-19
21,21,21,7.0127820000000005,21,11.208012,2006-11-19
22,22,22,7.1835694000000005,22,12.866489,2006-11-19
23,23,23,8.186224000000001,23,13.762992,2006-11-19
0,0,0,-16.276249,0,5.1117725,2006-03-25
1,1,1,-16.20499,1,4.9425287,2006-03-25
2,2,2,-15.939564,2,5.3458977,2006-03-25
3,3,3,-15.97146,3,5.1260080000000015,2006-03-25
