,Unnamed: 0,Time,U_mpers,Time.1,V_mpers,date
0,0,0,0.4287755,0,12.010397,2006-02-15
1,1,1,0.20831887,1,14.804148,2006-02-15
2,2,2,-0.7463566999999999,2,13.252718,2006-02-15
3,3,3,-1.0200261999999998,3,14.373381,2006-02-15
4,4,4,-1.5196195,4,14.998302,2006-02-15
5,5,5,-1.3369945,5,16.375944,2006-02-15
6,6,6,-0.8103054,6,18.1492,2006-02-15
7,7,7,-2.5137396,7,17.755503,2006-02-15
8,8,8,-3.673909,8,16.487747,2006-02-15
9,9,9,-2.9583678,9,17.23944,2006-02-15
10,10,10,-2.26402,10,17.291414000000003,2006-02-15
11,11,11,-2.741483,11,17.537670000000002,2006-02-15
12,12,12,-2.2854261,12,18.59944,2006-02-15
13,13,13,-2.9564207,13,18.554882,2006-02-15
14,14,14,-1.0980221,14,16.825935,2006-02-15
15,15,15,-1.1723065,15,15.505478,2006-02-15
16,16,16,-1.3789157,16,12.653538,2006-02-15
17,17,17,0.50444806,17,10.189245,2006-02-15
18,18,18,2.0731719,18,8.795914,2006-02-15
19,19,19,6.8217050000000015,19,5.0456176,2006-02-15
20,20,20,9.978325,20,4.329236,2006-02-15
21,21,21,7.894228,21,4.530553,2006-02-15
22,22,22,6.924472,22,4.351699,2006-02-15
23,23,23,6.510973,23,5.481682299999999,2006-02-15
0,0,0,5.7089214,0,-2.6472585,2006-07-22
1,1,1,6.0304165,1,-3.000982,2006-07-22
2,2,2,4.9075766,2,-2.819621,2006-07-22
3,3,3,5.3759294,3,-2.4809704,2006-07-22
4,4,4,4.291175,4,-2.9505243,2006-07-22
5,5,5,4.7173204,5,-2.5198188,2006-07-22
6,6,6,4.4907074,6,-2.2571197,2006-07-22
7,7,7,4.5038605,7,-2.1605499,2006-07-22
8,8,8,4.7842917,8,-2.3640614,2006-07-22
9,9,9,3.1556644,9,-1.581316,2006-07-22
10,10,10,4.4087276,10,-2.0742352,2006-07-22
11,11,11,4.174518,11,-2.3503354,2006-07-22
12,12,12,4.1207266,12,-1.7012961,2006-07-22
13,13,13,5.098029,13,-2.9970608,2006-07-22
14,14,14,3.8824148,14,-2.5630674,2006-07-22
15,15,15,3.461132,15,-3.615841000000001,2006-07-22
16,16,16,2.8187754000000003,16,-2.0699801,2006-07-22
17,17,17,3.2045898,17,-2.3495162,2006-07-22
18,18,18,2.6857076,18,-2.54321,2006-07-22
19,19,19,2.1253580000000003,19,-1.4986771,2006-07-22
20,20,20,2.173334,20,-2.0727086,2006-07-22
21,21,21,2.2885473,21,-1.6232063,2006-07-22
22,22,22,1.3034883999999998,22,-1.9257214,2006-07-22
23,23,23,1.2601712,23,-1.7456851999999998,2006-07-22
0,0,0,-5.1199236,0,12.962452,2006-09-22
1,1,1,-5.1633596,1,12.548857,2006-09-22
2,2,2,-5.0701523,2,12.78656,2006-09-22
3,3,3,-5.0723124,3,12.696998,2006-09-22
4,4,4,-5.4009589999999985,4,12.597113,2006-09-22
5,5,5,-5.790368,5,12.091369,2006-09-22
6,6,6,-5.911308,6,11.990183,2006-09-22
7,7,7,-5.8382072,7,12.209467,2006-09-22
8,8,8,-6.055789,8,11.882065,2006-09-22
9,9,9,-6.074216000000002,9,12.021149,2006-09-22
10,10,10,-6.119804,10,11.617859,2006-09-22
11,11,11,-6.4940596,11,11.700243,2006-09-22
12,12,12,-6.541649,12,12.632085,2006-09-22
13,13,13,-6.3736324,13,13.1159,2006-09-22
14,14,14,-5.6982927000000005,14,14.414871,2006-09-22
15,15,15,-4.786907,15,14.201686,2006-09-22
16,16,16,-3.182316,16,14.521288,2006-09-22
17,17,17,-2.849822,17,14.566137,2006-09-22
18,18,18,-3.167284,18,14.86408,2006-09-22
19,19,19,-1.5926762,19,14.791061,2006-09-22
20,20,20,-1.0898483,20,14.443574,2006-09-22
21,21,21,-1.367268,21,14.169754,2006-09-22
22,22,22,-2.0538857,22,13.733928,2006-09-22
23,23,23,-0.868548,23,13.828444,2006-09-22
0,0,0,2.281547,0,-10.30558,2006-02-03
1,1,1,0.91490185,1,-9.888849,2006-02-03
2,2,2,-0.07048194,2,-9.511517,2006-02-03
3,3,3,-0.49557108,3,-8.953621,2006-02-03
4,4,4,-0.25702178,4,-8.077153,2006-02-03
5,5,5,0.24225971,5,-7.524821,2006-02-03
6,6,6,0.35631382,6,-6.993975,2006-02-03
7,7,7,0.50111187,7,-6.354384400000002,2006-02-03
8,8,8,0.7091079,8,-5.467087,2006-02-03
9,9,9,0.49550748,9,-5.0269365,2006-02-03
10,10,10,-0.11624476,10,-4.1264143,2006-02-03
11,11,11,-0.83216363,11,-4.3929524,2006-02-03
12,12,12,-0.3846023,12,-5.8077964999999985,2006-02-03
13,13,13,0.18363409,13,-6.219266,2006-02-03
14,14,14,0.44082552,14,-6.9402447,2006-02-03
15,15,15,1.1100274,15,-7.065489,2006-02-03
16,16,16,1.57038,16,-8.018852,2006-02-03
17,17,17,0.30415952,17,-7.999917,2006-02-03
18,18,18,1.6529464,18,-7.700187700000002,2006-02-03
19,19,19,-0.22703575,19,-8.882028,2006-02-03
20,20,20,1.9341991000000005,20,-11.081621,2006-02-03
21,21,21,3.29178,21,-9.818555,2006-02-03
22,22,22,0.90623635,22,-12.0865965,2006-02-03
23,23,23,1.6343484,23,-10.414345,2006-02-03
0,0,0,-2.90745,0,6.3381405,2006-01-09
1,1,1,-2.3955362,1,6.245964,2006-01-09
2,2,2,-1.8977046,2,6.0411825,2006-01-09
3,3,3,-1.7985106,3,5.6644625999999985,2006-01-09
4,4,4,-1.78215,4,5.702795,2006-01-09
5,5,5,-1.7915051,5,6.0419292,2006-01-09
6,6,6,-1.7786627,6,6.437743,2006-01-09
7,7,7,-1.4555268,7,6.8647556,2006-01-09
8,8,8,-1.0145581,8,7.0911446,2006-01-09
9,9,9,-0.6771071,9,7.304405,2006-01-09
10,10,10,-0.12678349,10,7.0828630000000015,2006-01-09
11,11,11,0.34798384,11,7.393735,2006-01-09
12,12,12,0.88028914,12,7.488100999999999,2006-01-09
13,13,13,1.3716655,13,7.768517,2006-01-09
14,14,14,1.7232238000000002,14,8.105974,2006-01-09
15,15,15,1.6050396999999998,15,8.583231,2006-01-09
16,16,16,1.5623298,16,8.688267999999999,2006-01-09
17,17,17,1.7376648999999995,17,8.343481,2006-01-09
18,18,18,3.021309,18,7.468762,2006-01-09
19,19,19,1.6071886999999998,19,8.806211,2006-01-09
20,20,20,1.4162095,20,10.544554,2006-01-09
21,21,21,2.3818748,21,11.602089,2006-01-09
22,22,22,3.5179467000000004,22,11.748638,2006-01-09
23,23,23,4.587246,23,11.652059,2006-01-09
0,0,0,4.4649944,0,12.850498,2006-11-16
1,1,1,2.3204699,1,12.230387,2006-11-16
2,2,2,4.4811907,2,13.105896,2006-11-16
3,3,3,1.5636325,3,12.540035,2006-11-16
4,4,4,2.5258904,4,13.158545000000002,2006-11-16
5,5,5,3.298099,5,14.029615,2006-11-16
6,6,6,4.211167,6,13.94379,2006-11-16
7,7,7,5.0229870000000005,7,14.422695999999998,2006-11-16
8,8,8,5.9448414000000005,8,14.706123000000002,2006-11-16
9,9,9,6.801367,9,14.962053,2006-11-16
10,10,10,7.2042923,10,15.041382999999998,2006-11-16
11,11,11,6.979993,11,14.595094,2006-11-16
12,12,12,6.9969600000000005,12,14.045691,2006-11-16
13,13,13,6.8677073,13,13.394935999999998,2006-11-16
14,14,14,7.1472387,14,13.662142,2006-11-16
15,15,15,7.438515700000001,15,14.038198,2006-11-16
16,16,16,6.459876,16,14.739567,2006-11-16
17,17,17,6.253989700000001,17,15.725021,2006-11-16
18,18,18,6.1648239999999985,18,16.830706,2006-11-16
19,19,19,7.5082636,19,2.6226711,2006-11-16
20,20,20,7.299308,20,3.4712572,2006-11-16
21,21,21,7.082642,21,5.7307687000000005,2006-11-16
22,22,22,9.307127,22,2.0536563,2006-11-16
23,23,23,8.819675,23,1.3664901000000005,2006-11-16
0,0,0,4.776948,0,-2.992068,2006-04-28
1,1,1,5.1644497000000005,1,-2.537449,2006-04-28
2,2,2,5.2850695,2,-2.3290133,2006-04-28
3,3,3,5.4128440000000015,3,-1.9869385,2006-04-28
4,4,4,5.1904736,4,-0.42532134,2006-04-28
5,5,5,5.21972,5,-0.08685625,2006-04-28
6,6,6,6.479542,6,-1.0363303,2006-04-28
7,7,7,-0.22928786,7,-7.5547369999999985,2006-04-28
8,8,8,3.1600142000000004,8,-7.181437,2006-04-28
9,9,9,4.1740246,9,-9.189297,2006-04-28
10,10,10,3.7867594,10,-10.011562,2006-04-28
11,11,11,2.6041455,11,-11.324572,2006-04-28
12,12,12,2.2388906000000004,12,-11.855823,2006-04-28
13,13,13,1.7204666000000002,13,-11.268711,2006-04-28
14,14,14,0.8821832000000001,14,-10.392237,2006-04-28
15,15,15,0.7017238,15,-10.119583,2006-04-28
16,16,16,1.1245027,16,-10.558386,2006-04-28
17,17,17,0.94460976,17,-10.684253,2006-04-28
18,18,18,0.013821412,18,-10.2437105,2006-04-28
19,19,19,-3.2639928,19,-5.365809400000002,2006-04-28
20,20,20,-1.196367,20,-12.003414,2006-04-28
21,21,21,-0.41237247,21,-4.810237,2006-04-28
22,22,22,-0.18311575,22,-6.313504,2006-04-28
23,23,23,2.9684472,23,-5.2008324,2006-04-28
0,0,0,-2.5111523,0,6.457939,2006-05-01
1,1,1,-1.906147,1,8.185297,2006-05-01
2,2,2,-3.4109635000000003,2,8.32221,2006-05-01
