,Time,U_mpers,V_mpers,date,ws_mpers_CTRL,ws_dir_degree_CTRL,dirn_CTRL,scenario
6931,19,1.2969129,-7.244553,2006-02-22,7.359723584483008,10.149523266829831,North,CTRL
6932,20,1.546649,-6.8355875,2006-02-22,7.008379241975797,12.749309974405548,North,CTRL
6933,21,1.0348997,-6.6128607000000015,2006-02-22,6.693350732380949,8.894531251225985,North,CTRL
6934,22,1.341227,-6.5390177000000005,2006-02-22,6.675151110382617,11.591250792088829,North,CTRL
6935,23,0.9010588,-7.085242299999999,2006-02-22,7.142308129083113,7.247629613453228,North,CTRL
6216,0,-0.4102741,-7.277137,2006-02-23,7.28869314444639,356.773165621992,North,CTRL
6217,1,-4.1395164,-6.8830247,2006-02-23,8.031912913290274,328.97689947910476,North_East,CTRL
6218,2,-4.9056396,-4.752535,2006-02-23,6.830218796738005,314.09180429361527,North_East,CTRL
6219,3,-3.9028563,-5.268731,2006-02-23,6.556814291163865,323.47049444320567,North_East,CTRL
6220,4,-4.093198999999999,-6.2012663,2006-02-23,7.430341969056115,326.57285109378097,North_East,CTRL
6221,5,-5.265029,-5.828608,2006-02-23,7.854501994939272,317.90824028022905,North_East,CTRL
6222,6,-6.42828,-5.6611433,2006-02-23,8.565706463656976,311.36915325404345,North_East,CTRL
6223,7,-7.852427499999999,-5.376407,2006-02-23,9.516636478945975,304.3986968649798,North_East,CTRL
6224,8,-9.689211,-4.501997,2006-02-23,10.684043559932261,294.9214756245656,North_East,CTRL
6225,9,-9.474032,-4.396234,2006-02-23,10.444336059308892,294.89270915536724,North_East,CTRL
6226,10,-8.04374,-2.6692631,2006-02-23,8.47506452392084,288.3580911731039,East,CTRL
6227,11,-8.420385000000001,-3.4411845000000003,2006-02-23,9.096407769623417,292.22851188792873,East,CTRL
6228,12,-9.704399,-3.2328334,2006-02-23,10.228713102993776,288.4245000495713,East,CTRL
6229,13,-8.942741999999997,-2.279053,2006-02-23,9.228581529973766,284.2974530481619,East,CTRL
6230,14,-9.009491,-1.8857157,2006-02-23,9.204718995184345,281.8215387957474,East,CTRL
6231,15,-10.513123,-2.986346,2006-02-23,10.929044681253938,285.85766844785917,East,CTRL
6232,16,-10.444106,-1.3267789,2006-02-23,10.528043141473216,277.23985477659227,East,CTRL
6233,17,-11.845041,-1.9002516,2006-02-23,11.996497506980258,279.1140696238892,East,CTRL
6234,18,-11.233879,-1.0603622,2006-02-23,11.283811651291856,275.39215429917374,East,CTRL
6235,19,-11.27745,-1.2390707,2006-02-23,11.345315099286509,276.27002567031553,East,CTRL
6236,20,-12.490018,-1.3550137,2006-02-23,12.563304173962822,276.19167367995396,East,CTRL
6237,21,-12.128143,0.6221125,2006-02-23,12.144088133371945,267.0635893975601,East,CTRL
6238,22,-11.850832,0.40737987,2006-02-23,11.857831903459639,268.03119647908693,East,CTRL
6239,23,-12.5987835,0.62908393,2006-02-23,12.614479468882434,267.14147450521654,East,CTRL
1248,0,-11.954977,1.6025156,2006-02-24,12.061904133210989,262.36524669826497,East,CTRL
1249,1,-12.479847,1.793323,2006-02-24,12.608036664197085,261.82271643267165,East,CTRL
1250,2,-11.900836,2.0914965,2006-02-24,12.083222049950429,260.03241714046715,East,CTRL
1251,3,-11.312965,3.8595657,2006-02-24,11.953218164320498,251.16225495989562,East,CTRL
1252,4,-10.695492,3.8633084,2006-02-24,11.371838062317568,250.13982212841466,East,CTRL
1253,5,-9.371373,4.046235,2006-02-24,10.207578046743214,246.64698208110167,East,CTRL
1254,6,-8.203031,4.315297,2006-02-24,9.268845979148105,242.2528796555699,South_East,CTRL
1255,7,-8.593011,3.431407,2006-02-24,9.252804550284742,248.23192191245616,East,CTRL
1256,8,-6.879353,3.8590262,2006-02-24,7.88781217517858,240.70941732501112,South_East,CTRL
1257,9,-6.540064,4.2991557,2006-02-24,7.826568651518907,236.68080800676415,South_East,CTRL
1258,10,-6.4082193,2.1757274,2006-02-24,6.767500595936674,251.2465521507575,East,CTRL
1259,11,-6.330675,1.673042,2006-02-24,6.548016149139295,255.19656941843286,East,CTRL
1260,12,-6.8642635,1.4051678,2006-02-24,7.006611873337147,258.4309451681936,East,CTRL
1261,13,-7.068622599999999,1.5242778,2006-02-24,7.231102839318743,257.8310751164149,East,CTRL
1262,14,-6.598876,0.040636327,2006-02-24,6.5990011194458855,269.64717315468585,East,CTRL
1263,15,-6.350617400000001,-0.70035136,2006-02-24,6.389118357695106,276.29319603068853,East,CTRL
1264,16,-5.964519999999999,-1.3286972,2006-02-24,6.110722958839472,282.5585394762096,East,CTRL
1265,17,-6.198533,-2.2358518,2006-02-24,6.58944949321658,289.83470887547185,East,CTRL
1266,18,-6.0124383,-2.1172647,2006-02-24,6.374341073489321,289.3995840732678,East,CTRL
1267,19,-5.350009,-2.499515,2006-02-24,5.905097080938297,295.0419004746543,North_East,CTRL
1268,20,-4.6744065,-1.4699655,2006-02-24,4.900089254129204,287.4568520386159,East,CTRL
1269,21,-3.4098582000000004,-1.3546197,2006-02-24,3.6690771967533378,291.6662271671463,East,CTRL
1270,22,-2.717581,-1.6629473999999995,2006-02-24,3.186006991004219,301.4633777602379,North_East,CTRL
1271,23,-1.5562816000000002,-2.9711802000000005,2006-02-24,3.3540906665399794,332.3547946435682,North_East,CTRL
2880,0,-1.0712376,-3.2520175,2006-02-25,3.4239111869264383,341.7677508802406,North,CTRL
2881,1,-0.47443372,-1.5861967,2006-02-25,1.6556289819171226,343.3480000912424,North,CTRL
2882,2,0.37574488,-3.3660278,2006-02-25,3.3869348038040314,6.369476896904644,North,CTRL
2883,3,1.134696,-4.5229836,2006-02-25,4.663144396036323,14.083328995238688,North,CTRL
2884,4,1.9344395,-4.035906,2006-02-25,4.475555096297692,25.608743664366784,North_West,CTRL
2885,5,2.4948587000000004,-6.257572,2006-02-25,6.736581274515263,21.736891389514255,North,CTRL
2886,6,0.7224951999999999,-6.591775,2006-02-25,6.631251538333322,6.254968057404085,North,CTRL
2887,7,0.40720782,-8.714224,2006-02-25,8.723733038719441,2.6754338138781293,North,CTRL
2888,8,0.5168898000000001,-8.292833,2006-02-25,8.308926177986722,3.5666148155035415,North,CTRL
2889,9,-2.2146335,-6.5869985,2006-02-25,6.949327361574248,341.41669423313436,North,CTRL
2890,10,-3.0848556,-5.9699907,2006-02-25,6.719904986749281,332.6733786428663,North_East,CTRL
2891,11,-3.0307047000000003,-5.4122353,2006-02-25,6.20302038697022,330.7523589027452,North_East,CTRL
